,tokens,topic,aspect,label,type
6016,"['it', ""'s"", 'fast', 'at', 'loading', 'the', 'internet', '.']",laptop,"['loading', 'the', 'internet']",2,test
6017,"['so', 'much', 'faster', 'and', 'sleeker', 'looking', '.']",laptop,['looking'],2,test
6018,"['unfortunately', ',', 'it', 'runs', 'xp', 'and', 'microsoft', 'is', 'dropping', 'support', 'next', 'april', '.']",laptop,['xp'],1,test
6019,"['unfortunately', ',', 'it', 'runs', 'xp', 'and', 'microsoft', 'is', 'dropping', 'support', 'next', 'april', '.']",laptop,['support'],0,test
6020,"['first', 'off', ',', 'i', 'really', 'do', 'like', 'my', 'mbp', '...', 'once', 'used', 'to', 'the', 'os', 'it', 'is', 'pretty', 'easy', 'to', 'get', 'around', ',', 'and', 'the', 'overall', 'build', 'is', 'great', '...', 'eg', 'the', 'keyboard', 'is', 'one', 'of', 'the', 'best', 'to', 'type', 'on', '.']",laptop,['os'],2,test
6021,"['first', 'off', ',', 'i', 'really', 'do', 'like', 'my', 'mbp', '...', 'once', 'used', 'to', 'the', 'os', 'it', 'is', 'pretty', 'easy', 'to', 'get', 'around', ',', 'and', 'the', 'overall', 'build', 'is', 'great', '...', 'eg', 'the', 'keyboard', 'is', 'one', 'of', 'the', 'best', 'to', 'type', 'on', '.']",laptop,"['overall', 'build']",2,test
6022,"['first', 'off', ',', 'i', 'really', 'do', 'like', 'my', 'mbp', '...', 'once', 'used', 'to', 'the', 'os', 'it', 'is', 'pretty', 'easy', 'to', 'get', 'around', ',', 'and', 'the', 'overall', 'build', 'is', 'great', '...', 'eg', 'the', 'keyboard', 'is', 'one', 'of', 'the', 'best', 'to', 'type', 'on', '.']",laptop,['keyboard'],2,test
6023,"['it', 'is', 'made', 'of', 'such', 'solid', 'construction', 'and', 'since', 'i', 'have', 'never', 'had', 'a', 'mac', 'using', 'my', 'iphone', 'helped', 'me', 'get', 'used', 'to', 'the', 'system', 'a', 'bit', '.']",laptop,['construction'],2,test
6024,"['it', 'is', 'made', 'of', 'such', 'solid', 'construction', 'and', 'since', 'i', 'have', 'never', 'had', 'a', 'mac', 'using', 'my', 'iphone', 'helped', 'me', 'get', 'used', 'to', 'the', 'system', 'a', 'bit', '.']",laptop,['system'],1,test
6025,"['very', 'nice', 'unibody', 'construction', '.']",laptop,"['unibody', 'construction']",2,test
6026,"['this', 'macbook', 'pro', 'is', 'fast', ',', 'powerful', ',', 'and', 'runs', 'super', 'quiet', 'and', 'cool', '.']",laptop,['runs'],2,test
6027,"['it', ""'s"", 'ok', 'but', 'does', ""n't"", 'have', 'a', 'disk', 'drive', 'which', 'i', 'did', ""n't"", 'know', 'until', 'after', 'i', 'bought', 'it', '.']",laptop,"['disk', 'drive']",1,test
6028,"['there', 'is', 'no', 'hdmi', 'receptacle', ',', 'nor', 'is', 'there', 'an', 'sd', 'card', 'slot', 'located', 'anywhere', 'on', 'the', 'device', '.']",laptop,"['hdmi', 'receptacle']",1,test
6029,"['there', 'is', 'no', 'hdmi', 'receptacle', ',', 'nor', 'is', 'there', 'an', 'sd', 'card', 'slot', 'located', 'anywhere', 'on', 'the', 'device', '.']",laptop,"['sd', 'card', 'slot']",1,test
6030,"['it', 'came', 'in', 'brand', 'new', 'and', 'works', 'perfectly', '.']",laptop,['works'],2,test
6031,"['it', 'should', ""n't"", 'happen', 'like', 'that', ',', 'i', 'do', ""n't"", 'have', 'any', 'design', 'app', 'open', 'or', 'anything', '.']",laptop,"['design', 'app']",1,test
6032,"['my', 'trackpad', 'is', 'not', 'working', '.']",laptop,['trackpad'],0,test
6033,"['it', 'looks', 'and', 'feels', 'solid', ',', 'with', 'a', 'flawless', 'finish', '.']",laptop,['finish'],2,test
6034,"['it', 'looks', 'and', 'feels', 'solid', ',', 'with', 'a', 'flawless', 'finish', '.']",laptop,['looks'],2,test
6035,"['it', 'looks', 'and', 'feels', 'solid', ',', 'with', 'a', 'flawless', 'finish', '.']",laptop,['feels'],2,test
6036,"['price', 'was', 'higher', 'when', 'purchased', 'on', 'mac', 'when', 'compared', 'to', 'price', 'showing', 'on', 'pc', 'when', 'i', 'bought', 'this', 'product', '.']",laptop,['price'],2,test
6037,"['then', 'the', 'system', 'would', 'many', 'times', 'not', 'power', 'down', 'without', 'a', 'forced', 'power-off', '.']",laptop,['system'],0,test
6038,"['then', 'the', 'system', 'would', 'many', 'times', 'not', 'power', 'down', 'without', 'a', 'forced', 'power-off', '.']",laptop,"['power', 'down']",0,test
6039,"['the', 'configuration', 'is', 'perfect', 'for', 'my', 'needs', '.']",laptop,['configuration'],2,test
6040,"['and', 'the', 'speakers', 'is', 'the', 'worst', 'ever', '.']",laptop,['speakers'],0,test
6041,"['its', 'the', 'best', ',', 'its', 'got', 'the', 'looks', ',', 'super', 'easy', 'to', 'use', 'and', 'love', 'all', 'you', 'can', 'do', 'with', 'the', 'trackpad', '!', '..']",laptop,['looks'],2,test
6042,"['its', 'the', 'best', ',', 'its', 'got', 'the', 'looks', ',', 'super', 'easy', 'to', 'use', 'and', 'love', 'all', 'you', 'can', 'do', 'with', 'the', 'trackpad', '!', '..']",laptop,['use'],2,test
6043,"['its', 'the', 'best', ',', 'its', 'got', 'the', 'looks', ',', 'super', 'easy', 'to', 'use', 'and', 'love', 'all', 'you', 'can', 'do', 'with', 'the', 'trackpad', '!', '..']",laptop,['trackpad'],2,test
6044,"['web', 'surfuring', 'is', 'smooth', 'and', 'seamless', '.']",laptop,"['web', 'surfuring']",2,test
6045,"['i', ""'m"", 'overall', 'pleased', 'with', 'the', 'interface', 'and', 'the', 'portability', 'of', 'this', 'product', '.']",laptop,['interface'],2,test
6046,"['i', ""'m"", 'overall', 'pleased', 'with', 'the', 'interface', 'and', 'the', 'portability', 'of', 'this', 'product', '.']",laptop,['portability'],2,test
6047,"['this', 'item', 'is', 'a', 'beautiful', 'piece', ',', 'it', 'works', 'well', ',', 'it', 'is', 'easy', 'to', 'carry', 'and', 'handle', '.']",laptop,['works'],2,test
6048,"['this', 'item', 'is', 'a', 'beautiful', 'piece', ',', 'it', 'works', 'well', ',', 'it', 'is', 'easy', 'to', 'carry', 'and', 'handle', '.']",laptop,['carry'],2,test
6049,"['this', 'item', 'is', 'a', 'beautiful', 'piece', ',', 'it', 'works', 'well', ',', 'it', 'is', 'easy', 'to', 'carry', 'and', 'handle', '.']",laptop,['handle'],2,test
6050,"['it', 'was', 'also', 'suffering', 'from', 'hardware', '(', 'keyboard', ')', 'issues', ',', 'relatively', 'slow', 'performance', 'and', 'shortening', 'battery', 'lifetime', '.']",laptop,['performance'],0,test
6051,"['it', 'was', 'also', 'suffering', 'from', 'hardware', '(', 'keyboard', ')', 'issues', ',', 'relatively', 'slow', 'performance', 'and', 'shortening', 'battery', 'lifetime', '.']",laptop,"['battery', 'lifetime']",0,test
6052,"['it', 'was', 'also', 'suffering', 'from', 'hardware', '(', 'keyboard', ')', 'issues', ',', 'relatively', 'slow', 'performance', 'and', 'shortening', 'battery', 'lifetime', '.']",laptop,"['hardware', '(', 'keyboard', ')']",0,test
6053,"['runs', 'good', 'and', 'does', 'the', 'job', ',', 'ca', ""n't"", 'complain', 'about', 'that', '!']",laptop,['runs'],2,test
6054,"['it', ""'s"", 'silent', 'and', 'has', 'a', 'very', 'small', 'footprint', 'on', 'my', 'desk', '.']",laptop,['footprint'],2,test
6055,"['the', 'exterior', 'is', 'absolutely', 'gorgeous', '.']",laptop,['exterior'],2,test
6056,"['it', 'has', 'a', 'very', 'high', 'performance', ',', 'just', 'for', 'what', 'i', 'needed', 'for', '.']",laptop,['performance'],2,test
6057,"['apple', 'is', 'aware', 'of', 'this', 'issue', 'and', 'this', 'is', 'either', 'old', 'stock', 'or', 'a', 'defective', 'design', 'involving', 'the', 'intel', '4000', 'graphics', 'chipset', '.']",laptop,"['intel', '4000', 'graphics', 'chipset']",1,test
6058,"['apple', 'is', 'aware', 'of', 'this', 'issue', 'and', 'this', 'is', 'either', 'old', 'stock', 'or', 'a', 'defective', 'design', 'involving', 'the', 'intel', '4000', 'graphics', 'chipset', '.']",laptop,['design'],1,test
6059,"['osx', 'mountain', 'lion', 'soon', 'to', 'upgrade', 'to', 'mavericks', '.']",laptop,"['osx', 'mountain', 'lion']",1,test
6060,"['osx', 'mountain', 'lion', 'soon', 'to', 'upgrade', 'to', 'mavericks', '.']",laptop,['mavericks'],1,test
6061,"['i', 'just', 'bought', 'the', 'new', 'macbook', 'pro', ',', 'the', '13', ""''"", 'model', ',', 'and', 'i', 'ca', ""n't"", 'believe', 'apple', 'keeps', 'making', 'the', 'same', 'mistake', 'with', 'regard', 'to', 'usb', 'ports', '.']",laptop,"['usb', 'ports']",0,test
6062,"['it', 'wakes', 'in', 'less', 'than', 'a', 'second', 'when', 'i', 'open', 'the', 'lid', '.']",laptop,['lid'],1,test
6063,"['it', 'wakes', 'in', 'less', 'than', 'a', 'second', 'when', 'i', 'open', 'the', 'lid', '.']",laptop,['wakes'],2,test
6064,"['it', 'is', 'the', 'perfect', 'size', 'and', 'speed', 'for', 'me', '.']",laptop,['size'],2,test
6065,"['it', 'is', 'the', 'perfect', 'size', 'and', 'speed', 'for', 'me', '.']",laptop,['speed'],2,test
6066,"['the', 'customer', 'service', 'is', 'terrific', '!', '!']",laptop,"['customer', 'service']",2,test
6067,"['my', 'last', 'laptop', 'was', 'a', '17', ""''"", 'asus', 'gaming', 'machine', ',', 'which', 'performed', 'admirably', ',', 'but', 'having', 'since', 'built', 'my', 'own', 'desktop', 'and', 'really', 'settling', 'into', 'the', 'college', 'life', ',', 'i', 'found', 'myself', 'wanting', 'something', 'smaller', 'and', 'less', 'cumbersome', ',', 'not', 'to', 'mention', 'that', 'the', 'asus', 'had', 'been', 'slowly', 'developing', 'problems', 'ever', 'since', 'i', 'bought', 'it', 'about', '4', 'years', 'ago', '.']",laptop,['performed'],2,test
6068,"['however', ',', 'it', 'did', 'not', 'have', 'any', 'scratches', ',', 'zero', 'battery', 'cycle', 'count', '(', 'pretty', 'surprised', ')', ',', 'and', 'all', 'the', 'hardware', 'seemed', 'to', 'be', 'working', 'perfectly', '.']",laptop,"['battery', 'cycle', 'count']",2,test
6069,"['however', ',', 'it', 'did', 'not', 'have', 'any', 'scratches', ',', 'zero', 'battery', 'cycle', 'count', '(', 'pretty', 'surprised', ')', ',', 'and', 'all', 'the', 'hardware', 'seemed', 'to', 'be', 'working', 'perfectly', '.']",laptop,['hardware'],2,test
6070,"['after', 'fumbling', 'around', 'with', 'the', 'os', 'i', 'started', 'searching', 'the', 'internet', 'for', 'a', 'fix', 'and', 'found', 'a', 'number', 'of', 'forums', 'on', 'fixing', 'the', 'issue', '.']",laptop,['os'],0,test
6071,"['and', 'as', 'for', 'all', 'the', 'fancy', 'finger', 'swipes', '--', 'i', 'just', 'gave', 'up', 'and', 'attached', 'a', 'mouse', '.']",laptop,"['finger', 'swipes']",0,test
6072,"['and', 'as', 'for', 'all', 'the', 'fancy', 'finger', 'swipes', '--', 'i', 'just', 'gave', 'up', 'and', 'attached', 'a', 'mouse', '.']",laptop,['mouse'],1,test
6073,"['i', 'needed', 'a', 'laptop', 'with', 'big', 'storage', ',', 'a', 'nice', 'screen', 'and', 'fast', 'so', 'i', 'can', 'photoshop', 'without', 'any', 'problem', '.']",laptop,['storage'],1,test
6074,"['i', 'needed', 'a', 'laptop', 'with', 'big', 'storage', ',', 'a', 'nice', 'screen', 'and', 'fast', 'so', 'i', 'can', 'photoshop', 'without', 'any', 'problem', '.']",laptop,['screen'],1,test
6075,"['i', 'needed', 'a', 'laptop', 'with', 'big', 'storage', ',', 'a', 'nice', 'screen', 'and', 'fast', 'so', 'i', 'can', 'photoshop', 'without', 'any', 'problem', '.']",laptop,['photoshop'],1,test
6076,"['i', 'like', 'coming', 'back', 'to', 'mac', 'os', 'but', 'this', 'laptop', 'is', 'lacking', 'in', 'speaker', 'quality', 'compared', 'to', 'my', '$', '400', 'old', 'hp', 'laptop', '.']",laptop,"['mac', 'os']",2,test
6077,"['i', 'like', 'coming', 'back', 'to', 'mac', 'os', 'but', 'this', 'laptop', 'is', 'lacking', 'in', 'speaker', 'quality', 'compared', 'to', 'my', '$', '400', 'old', 'hp', 'laptop', '.']",laptop,"['speaker', 'quality']",0,test
6078,"['shipped', 'very', 'quickly', 'and', 'safely', '.']",laptop,['shipped'],2,test
6079,"['the', 'thunderbolt', 'port', 'is', 'awesome', '!']",laptop,"['thunderbolt', 'port']",2,test
6080,"['the', 'performance', 'is', 'definitely', 'superior', 'to', 'any', 'computer', 'i', ""'ve"", 'ever', 'put', 'my', 'hands', 'on', '.']",laptop,['performance'],2,test
6081,"['it', ""'s"", 'great', 'for', 'streaming', 'video', 'and', 'other', 'entertainment', 'uses', '.']",laptop,"['streaming', 'video']",2,test
6082,"['it', ""'s"", 'great', 'for', 'streaming', 'video', 'and', 'other', 'entertainment', 'uses', '.']",laptop,"['entertainment', 'uses']",2,test
6083,"['i', 'like', 'the', 'design', 'and', 'its', 'features', 'but', 'there', 'are', 'somethings', 'i', 'think', 'needs', 'to', 'be', 'improved', '.']",laptop,['design'],2,test
6084,"['i', 'like', 'the', 'design', 'and', 'its', 'features', 'but', 'there', 'are', 'somethings', 'i', 'think', 'needs', 'to', 'be', 'improved', '.']",laptop,['features'],2,test
6085,"['there', 'were', 'small', 'problems', 'with', 'mac', 'office', '.']",laptop,"['mac', 'office']",0,test
6086,"['i', 'understand', 'i', 'should', 'call', 'apple', 'tech', 'support', 'about', 'any', 'variables', '(', 'which', 'is', 'my', 'purpose', 'of', 'writing', 'this', 'con', ')', 'as', 'variables', 'could', 'be', 'a', 'bigger', 'future', 'problem', '.']",laptop,"['apple', 'tech', 'support']",1,test
6087,"['i', 'ordered', 'my', '2012', 'mac', 'mini', 'after', 'being', 'disappointed', 'with', 'spec', 'of', 'the', 'new', '27', ""''"", 'imacs', '.']",laptop,['spec'],0,test
6088,"['it', 'still', 'works', 'and', 'it', ""'s"", 'extremely', 'user', 'friendly', ',', 'so', 'i', 'would', 'recommend', 'it', 'for', 'new', 'computer', 'user', 'and', 'also', 'for', 'those', 'who', 'are', 'just', 'looking', 'for', 'a', 'more', 'efficient', 'way', 'to', 'do', 'things']",laptop,['works'],2,test
6089,"['its', 'fast', ',', 'easy', 'to', 'use', 'and', 'it', 'looks', 'great', '.']",laptop,['use'],2,test
6090,"['its', 'fast', ',', 'easy', 'to', 'use', 'and', 'it', 'looks', 'great', '.']",laptop,['looks'],2,test
6091,"['(', 'but', 'office', 'can', 'be', 'purchased', ')', 'if', 'i', 'ever', 'need', 'a', 'laptop', 'again', 'i', 'am', 'for', 'sure', 'purchasing', 'another', 'toshiba', '!', '!']",laptop,['office'],1,test
6092,"['i', 'have', ""n't"", 'tried', 'the', 'one', 'with', 'retina', 'display', '...', 'maybe', 'in', 'the', 'future', '.']",laptop,"['retina', 'display']",1,test
6093,"['performance', 'is', 'much', 'much', 'better', 'on', 'the', 'pro', ',', 'especially', 'if', 'you', 'install', 'an', 'ssd', 'on', 'it', '.']",laptop,['performance'],2,test
6094,"['performance', 'is', 'much', 'much', 'better', 'on', 'the', 'pro', ',', 'especially', 'if', 'you', 'install', 'an', 'ssd', 'on', 'it', '.']",laptop,['ssd'],2,test
6095,"['note', ',', 'however', ',', 'that', 'any', 'existing', 'magsafe', 'accessories', 'you', 'have', 'will', 'not', 'work', 'with', 'the', 'magsafe', '2', 'connection', '.']",laptop,"['magsafe', 'accessories']",1,test
6096,"['note', ',', 'however', ',', 'that', 'any', 'existing', 'magsafe', 'accessories', 'you', 'have', 'will', 'not', 'work', 'with', 'the', 'magsafe', '2', 'connection', '.']",laptop,"['magsafe', '2', 'connection']",0,test
6097,"['the', 'only', 'thing', 'i', 'dislike', 'is', 'the', 'touchpad', ',', 'alot', 'of', 'the', 'times', 'its', 'unresponsive', 'and', 'does', 'things', 'i', 'dont', 'want', 'it', 'too', ',', 'i', 'would', 'recommend', 'using', 'a', 'mouse', 'with', 'it', '.']",laptop,['touchpad'],0,test
6098,"['the', 'only', 'thing', 'i', 'dislike', 'is', 'the', 'touchpad', ',', 'alot', 'of', 'the', 'times', 'its', 'unresponsive', 'and', 'does', 'things', 'i', 'dont', 'want', 'it', 'too', ',', 'i', 'would', 'recommend', 'using', 'a', 'mouse', 'with', 'it', '.']",laptop,['mouse'],1,test
6099,"['the', 'mac', 'mini', 'is', 'about', '8x', 'smaller', 'than', 'my', 'old', 'computer', 'which', 'is', 'a', 'huge', 'bonus', 'and', 'runs', 'very', 'quiet', ',', 'actually', 'the', 'fans', 'are', ""n't"", 'audible', 'unlike', 'my', 'old', 'pc']",laptop,['runs'],2,test
6100,"['the', 'mac', 'mini', 'is', 'about', '8x', 'smaller', 'than', 'my', 'old', 'computer', 'which', 'is', 'a', 'huge', 'bonus', 'and', 'runs', 'very', 'quiet', ',', 'actually', 'the', 'fans', 'are', ""n't"", 'audible', 'unlike', 'my', 'old', 'pc']",laptop,['fans'],2,test
6101,"['maybe', 'the', 'mac', 'os', 'improvement', 'were', 'not', 'the', 'product', 'they', 'want', 'to', 'offer', '.']",laptop,"['mac', 'os']",0,test
6102,"['i', 'thought', 'the', 'transition', 'would', 'be', 'difficult', 'at', 'best', 'and', 'would', 'take', 'some', 'time', 'to', 'fully', 'familiarize', 'myself', 'with', 'the', 'new', 'mac', 'ecosystem', '.']",laptop,"['mac', 'ecosystem']",1,test
6103,"['it', ""'s"", 'absolutely', 'wonderful', 'and', 'worth', 'the', 'price', '!']",laptop,['price'],2,test
6104,"['i', 'am', 'please', 'with', 'the', 'products', 'ease', 'of', 'use', ';', 'out', 'of', 'the', 'box', 'ready', ';', 'appearance', 'and', 'functionality', '.']",laptop,['use'],2,test
6105,"['i', 'am', 'please', 'with', 'the', 'products', 'ease', 'of', 'use', ';', 'out', 'of', 'the', 'box', 'ready', ';', 'appearance', 'and', 'functionality', '.']",laptop,['appearance'],2,test
6106,"['i', 'am', 'please', 'with', 'the', 'products', 'ease', 'of', 'use', ';', 'out', 'of', 'the', 'box', 'ready', ';', 'appearance', 'and', 'functionality', '.']",laptop,['functionality'],2,test
6107,"['perfect', 'for', 'all', 'my', 'graphic', 'design', 'classes', 'i', ""'m"", 'taking', 'this', 'year', 'in', 'college', ':', '-', ')']",laptop,"['graphic', 'design']",2,test
6108,"['i', 'will', 'not', 'be', 'using', 'that', 'slot', 'again', '.']",laptop,['slot'],0,test
6109,"['the', 'os', 'is', 'fast', 'and', 'fluid', ',', 'everything', 'is', 'organized', 'and', 'it', ""'s"", 'just', 'beautiful', '.']",laptop,['os'],2,test
6110,"['they', 'are', 'simpler', 'to', 'use', '.']",laptop,['use'],2,test
6111,"['!', 'so', 'nice', '..', 'stable', '..', 'fast', '..', 'now', 'i', 'got', 'my', 'ssd', '!']",laptop,['ssd'],2,test
6112,"['also', ',', 'in', 'using', 'the', 'built-in', 'camera', ',', 'my', 'voice', 'recording', 'for', 'my', 'vlog', 'sounds', 'like', 'the', 'interplanetary', 'transmissions', 'in', 'the', '``', 'star', 'wars', ""''"", 'saga', '.']",laptop,"['built-in', 'camera']",1,test
6113,"['also', ',', 'in', 'using', 'the', 'built-in', 'camera', ',', 'my', 'voice', 'recording', 'for', 'my', 'vlog', 'sounds', 'like', 'the', 'interplanetary', 'transmissions', 'in', 'the', '``', 'star', 'wars', ""''"", 'saga', '.']",laptop,"['voice', 'recording']",0,test
6114,"['i', 'love', 'the', 'quick', 'start', 'up', '.']",laptop,"['start', 'up']",2,test
6115,"['you', 'just', 'can', 'not', 'beat', 'the', 'functionality', 'of', 'an', 'apple', 'device', '.']",laptop,['functionality'],2,test
6116,"['yet', 'my', 'mac', 'continues', 'to', 'function', 'properly', '.']",laptop,['function'],2,test
6117,"['graphics', 'are', 'much', 'improved', '.']",laptop,['graphics'],2,test
6118,"['here', 'are', 'the', 'things', 'that', 'made', 'me', 'confident', 'with', 'my', 'purchase', ':', 'build', 'quality', '-', 'seriously', ',', 'you', 'ca', ""n't"", 'beat', 'a', 'unibody', 'construction', '.']",laptop,"['build', 'quality']",2,test
6119,"['here', 'are', 'the', 'things', 'that', 'made', 'me', 'confident', 'with', 'my', 'purchase', ':', 'build', 'quality', '-', 'seriously', ',', 'you', 'ca', ""n't"", 'beat', 'a', 'unibody', 'construction', '.']",laptop,"['unibody', 'construction']",2,test
6120,"['it', 'provides', 'much', 'more', 'flexibility', 'for', 'connectivity', '.']",laptop,"['flexibility', 'for', 'connectivity']",2,test
6121,"['i', 'want', 'the', 'portability', 'of', 'a', 'tablet', ',', 'without', 'the', 'limitations', 'of', 'a', 'tablet', 'and', 'that', ""'s"", 'where', 'this', 'laptop', 'comes', 'into', 'play', '.']",laptop,['portability'],2,test
6122,"['mac', 'tutorials', 'do', 'help', '.']",laptop,"['mac', 'tutorials']",2,test
6123,"['the', 'technical', 'support', 'was', 'not', 'helpful', 'as', 'well', '.']",laptop,"['technical', 'support']",0,test
6124,"['i', 'got', 'the', 'new', 'adapter', 'and', 'there', 'was', 'no', 'change', '.']",laptop,['adapter'],1,test
6125,"['so', 'i', 'called', 'technical', 'support', '.']",laptop,"['technical', 'support']",1,test
6126,"['came', 'with', 'iphoto', 'and', 'garage', 'band', 'already', 'loaded', '.']",laptop,['iphoto'],1,test
6127,"['came', 'with', 'iphoto', 'and', 'garage', 'band', 'already', 'loaded', '.']",laptop,"['garage', 'band']",1,test
6128,"['logic', 'board', 'utterly', 'fried', ',', 'cried', ',', 'and', 'laid', 'down', 'and', 'died', '.']",laptop,"['logic', 'board']",2,test
6129,"['the', 'sound', 'was', 'crappy', 'even', 'when', 'you', 'turn', 'up', 'the', 'volume', 'still', 'the', 'same', 'results', '.']",laptop,['sound'],0,test
6130,"['the', 'sound', 'was', 'crappy', 'even', 'when', 'you', 'turn', 'up', 'the', 'volume', 'still', 'the', 'same', 'results', '.']",laptop,['volume'],0,test
6131,"['osx', 'lion', 'is', 'a', 'great', 'performer', '..', 'extremely', 'fast', 'and', 'reliable', '.']",laptop,"['osx', 'lion']",2,test
6132,"['having', 'heard', 'from', 'friends', 'and', 'family', 'about', 'how', 'reliable', 'a', 'mac', 'product', 'is', ',', 'i', 'never', 'expected', 'to', 'have', 'an', 'application', 'crash', 'within', 'the', 'first', 'month', ',', 'but', 'i', 'did', '.']",laptop,['application'],0,test
6133,"['the', 'macbook', 'pro', ""'s"", 'physical', 'form', 'is', 'wonderful', '.']",laptop,"['physical', 'form']",2,test
6134,"['the', 'mini', ""'s"", 'body', 'has', ""n't"", 'changed', 'since', 'late', '2010-', 'and', 'for', 'a', 'good', 'reason', '.']",laptop,['body'],2,test
6135,"['the', 'unibody', 'construction', 'really', 'does', 'feel', 'lot', 'more', 'solid', 'than', 'apple', ""'s"", 'previous', 'laptops', '.']",laptop,"['unibody', 'construction']",2,test
6136,"['3d', 'rendering', 'slows', 'it', 'down', 'considerably', '.']",laptop,"['3d', 'rendering']",0,test
6137,"['got', 'this', 'mac', 'mini', 'with', 'os', 'x', 'mountain', 'lion', 'for', 'my', 'wife', '.']",laptop,"['os', 'x', 'mountain', 'lion']",1,test
6138,"['fast', ',', 'great', 'screen', ',', 'beautiful', 'apps', 'for', 'a', 'laptop', ';', 'priced', 'at', '1100', 'on', 'the', 'apple', 'website', ';', 'amazon', 'had', 'it', 'for', '1098+', 'tax', '-', 'plus', 'i', 'had', 'a', '10', '%', 'off', 'coupon', 'from', 'amazon-cost', 'me', '998', 'plus', 'tax-', '1070-', 'otd', '!']",laptop,['screen'],2,test
6139,"['fast', ',', 'great', 'screen', ',', 'beautiful', 'apps', 'for', 'a', 'laptop', ';', 'priced', 'at', '1100', 'on', 'the', 'apple', 'website', ';', 'amazon', 'had', 'it', 'for', '1098+', 'tax', '-', 'plus', 'i', 'had', 'a', '10', '%', 'off', 'coupon', 'from', 'amazon-cost', 'me', '998', 'plus', 'tax-', '1070-', 'otd', '!']",laptop,['apps'],2,test
6140,"['fast', ',', 'great', 'screen', ',', 'beautiful', 'apps', 'for', 'a', 'laptop', ';', 'priced', 'at', '1100', 'on', 'the', 'apple', 'website', ';', 'amazon', 'had', 'it', 'for', '1098+', 'tax', '-', 'plus', 'i', 'had', 'a', '10', '%', 'off', 'coupon', 'from', 'amazon-cost', 'me', '998', 'plus', 'tax-', '1070-', 'otd', '!']",laptop,['priced'],1,test
6141,"['fast', ',', 'great', 'screen', ',', 'beautiful', 'apps', 'for', 'a', 'laptop', ';', 'priced', 'at', '1100', 'on', 'the', 'apple', 'website', ';', 'amazon', 'had', 'it', 'for', '1098+', 'tax', '-', 'plus', 'i', 'had', 'a', '10', '%', 'off', 'coupon', 'from', 'amazon-cost', 'me', '998', 'plus', 'tax-', '1070-', 'otd', '!']",laptop,['cost'],1,test
6142,"['12.44', 'seconds', 'to', 'boot', '.']",laptop,['boot'],1,test
6143,"['all', 'the', 'ports', 'are', 'much', 'needed', 'since', 'this', 'is', 'my', 'main', 'computer', '.']",laptop,['ports'],1,test
6144,"['the', 'like', 'new', 'condition', 'of', 'the', 'imac', 'mc309ll/a', 'on', 'amazon', 'is', 'at', '$', '900+', 'level', 'only', ',', 'and', 'it', 'is', 'a', 'quad-core', '2.5', 'ghz', 'cpu', '(', 'similar', 'to', 'the', '$', '799', 'mini', ')', ',', 'with', 'radeon', 'hd', '6750m', '512mb', 'graphic', 'card', '(', 'this', 'mini', 'is', 'integrated', 'intel', '4000', 'card', ')', ',', 'and', 'it', 'even', 'comes', 'with', 'wireless', 'apple', 'keyboard', 'and', 'mouse', ',', 'all', 'put', 'together', 'in', 'neat', 'and', 'nice', 'package', '.']",laptop,"['quad-core', '2.5', 'ghz', 'cpu']",1,test
6145,"['the', 'like', 'new', 'condition', 'of', 'the', 'imac', 'mc309ll/a', 'on', 'amazon', 'is', 'at', '$', '900+', 'level', 'only', ',', 'and', 'it', 'is', 'a', 'quad-core', '2.5', 'ghz', 'cpu', '(', 'similar', 'to', 'the', '$', '799', 'mini', ')', ',', 'with', 'radeon', 'hd', '6750m', '512mb', 'graphic', 'card', '(', 'this', 'mini', 'is', 'integrated', 'intel', '4000', 'card', ')', ',', 'and', 'it', 'even', 'comes', 'with', 'wireless', 'apple', 'keyboard', 'and', 'mouse', ',', 'all', 'put', 'together', 'in', 'neat', 'and', 'nice', 'package', '.']",laptop,"['radeon', 'hd', '6750m', '512mb', 'graphic', 'card']",1,test
6146,"['the', 'like', 'new', 'condition', 'of', 'the', 'imac', 'mc309ll/a', 'on', 'amazon', 'is', 'at', '$', '900+', 'level', 'only', ',', 'and', 'it', 'is', 'a', 'quad-core', '2.5', 'ghz', 'cpu', '(', 'similar', 'to', 'the', '$', '799', 'mini', ')', ',', 'with', 'radeon', 'hd', '6750m', '512mb', 'graphic', 'card', '(', 'this', 'mini', 'is', 'integrated', 'intel', '4000', 'card', ')', ',', 'and', 'it', 'even', 'comes', 'with', 'wireless', 'apple', 'keyboard', 'and', 'mouse', ',', 'all', 'put', 'together', 'in', 'neat', 'and', 'nice', 'package', '.']",laptop,"['integrated', 'intel', '4000', 'card']",1,test
6147,"['the', 'like', 'new', 'condition', 'of', 'the', 'imac', 'mc309ll/a', 'on', 'amazon', 'is', 'at', '$', '900+', 'level', 'only', ',', 'and', 'it', 'is', 'a', 'quad-core', '2.5', 'ghz', 'cpu', '(', 'similar', 'to', 'the', '$', '799', 'mini', ')', ',', 'with', 'radeon', 'hd', '6750m', '512mb', 'graphic', 'card', '(', 'this', 'mini', 'is', 'integrated', 'intel', '4000', 'card', ')', ',', 'and', 'it', 'even', 'comes', 'with', 'wireless', 'apple', 'keyboard', 'and', 'mouse', ',', 'all', 'put', 'together', 'in', 'neat', 'and', 'nice', 'package', '.']",laptop,"['wireless', 'apple', 'keyboard', 'and', 'mouse']",1,test
